1,8.665540,24.786456,6.983413
2,8.733333,98.071459,17.919875
3,0.000000,170.599631,17.359617
4,8.733333,174.785481,18.749806
5,-0.000000,54.058866,11.124006
6,0.000000,41.692272,13.984551
7,-3.365413,112.995914,20.919677
8,-0.000000,128.062365,9.767211
9,8.733333,83.405790,1.320414
10,8.733333,41.195103,19.068498
11,-4.337934,189.586624,13.886152
12,8.733333,16.414241,7.811620
13,8.623893,21.141885,21.934072
14,4.666667,28.408224,4.931773
15,0.001200,88.007119,21.735443
16,-4.643274,124.191729,13.309794
17,4.621769,114.741953,8.519399
18,8.733333,10.415578,3.128118
19,8.710609,186.240277,0.552970
20,8.733333,145.732336,9.264470
21,3.071104,147.568331,4.050206
22,-4.336624,12.680900,15.967056
23,0.001200,89.007119,21.835443
24,8.733333,186.881024,18.514322
25,4.982862,196.879662,16.153053
26,8.589949,171.787763,12.562569
27,5.169377,157.111798,3.890811
28,-0.000000,102.675484,21.062448
29,4.748462,35.520492,5.837085
30,-8.684360,79.717899,20.340780
31,3.704673,26.786250,4.922949
32,-4.391178,6.177910,8.218404
33,-0.744046,187.828341,1.925008
34,-4.351588,60.261213,14.082564
35,-8.726313,59.106767,3.973572
36,8.730650,66.587256,0.991124
37,5.728301,93.413637,15.909817
38,3.509007,129.639681,7.643628
39,8.705228,5.045636,14.533570
40,-4.333333,168.441322,8.445109
41,4.691008,111.806509,13.801623
42,-0.000000,170.819990,0.476296
43,5.560232,69.575839,20.032540
44,8.722314,89.205330,17.612290
45,-4.373396,10.847897,16.408645
46,-0.000000,35.421507,17.888482
47,4.681215,132.561612,8.432739
48,1.265438,66.165799,13.580143
49,6.638480,179.697228,12.660887
50,8.617869,23.631040,11.661138
51,-4.130052,197.683586,6.051535
52,3.413538,107.996420,5.469837
53,4.747456,141.383484,9.936053
54,-6.430858,199.898324,5.009682
55,-4.333333,57.569869,17.697891
56,4.666667,82.904508,21.694293
57,8.733333,92.967988,0.659823
58,-0.000000,152.791416,11.784612
59,4.666667,163.640808,1.915699
60,-8.531685,20.044308,17.646012
61,8.646427,35.623391,21.761188
62,-4.410221,71.926983,1.472818
63,4.666667,11.340938,20.666764
64,3.787619,104.377135,0.399906
65,8.733333,67.169795,15.044450
66,8.593902,35.133806,17.242203
67,3.736094,41.789335,11.751026
68,-5.596989,181.030712,19.477908
69,-8.720545,135.078235,19.778108
70,-7.647511,93.693640,13.770628
71,8.733333,182.426495,3.033118
72,-8.414580,20.802315,4.791635
73,8.733333,149.109215,4.007104
74,0.001500,88.227119,22.035443
75,8.733333,112.372285,2.352716
76,4.699808,36.838820,13.561757
77,-4.359020,119.442270,20.672542
78,0.000000,59.987398,7.798026
79,-0.000000,26.824587,9.033840
80,-0.000000,42.520307,21.655687
81,3.821603,178.988335,20.802742
82,8.733333,14.290563,14.886183
83,3.836519,48.497312,21.742650
84,4.666667,10.750878,16.870291
85,8.733333,88.344411,7.407384
86,0.829802,2.656640,14.572401
87,8.595040,179.438270,5.371636
88,7.954616,39.331638,6.501160
89,-0.000000,18.674103,14.963924
90,4.666667,61.473380,11.612630
91,-4.333333,91.211533,9.055057
92,-4.857494,20.333879,13.258041
93,-0.000000,199.077946,16.511441
94,7.086250,66.418567,12.837730
95,8.683846,59.469363,12.139435
96,-6.521287,12.409044,12.838554
97,4.137194,59.648794,11.260038
98,4.622221,9.270253,1.817040
99,-4.742502,101.085628,15.830543
100,4.668866,152.285177,21.915434
101,-4.391905,126.214000,7.799755
102,8.719198,17.978330,21.367694
103,3.119855,16.172485,7.621873
104,4.666667,155.448107,19.503965
105,-7.719743,181.026949,10.003287
106,4.667063,106.754390,9.095400
107,-5.393194,21.830842,4.790106
108,4.744786,165.161772,2.764401
109,5.396578,67.619544,6.796121
110,4.929644,58.794611,15.974297
111,-0.000000,149.262686,17.223186
112,-8.705467,2.067324,15.263328
113,-4.385618,9.689468,0.215650
114,8.733333,133.583224,18.550693
115,-5.139505,120.693597,20.291304
116,8.733333,105.220493,16.960993
117,4.666667,145.941890,0.938517
118,8.655035,141.450697,8.320095
119,-4.403020,156.275410,15.495472
120,1.491366,57.595395,16.049287
121,-4.333333,138.506397,4.934096
